AnimalID;Breed;ShotsDate;Sex;ReceiptNumber;DateImpounded;PitNumber;Name;KennelNumber;DispositionDate;Color;Code;ApproxWeight;Age category;Source;Status;ACO;EnteredBy
25921;Bernese Mtn. Dog;;M;RHF;2014-12-10;;Magic;400;2014-12-10;Black;;;Adult;COMPLAINT;Ride Home Free;27;Carol Nguyen
25926;Pit Bull;;F/S;RHF;2014-12-11;;Lexy;400;2014-12-12;Black;;;Adult;BROUGHT-IN;Ride Home Free;;Toni Peterson
25928;Lab X;;M/N;14-325732 DI;2014-12-12;;Tear;200;2014-12-20;Tan;;;Adult;HOLDING STRAY;Redeemed;Jill 28;Jill  Mallon
25932;Pigeon;;;;2014-12-14;;;100;2014-12-15;White;;;;BROUGHT-IN;Transferred;18;Steve Anderson
25936;Husky;;F;14-324292DI;2014-12-15;;Karma;200;2014-12-16;White;;;Adult;BROUGHT-IN;Redeemed;;Arlene Kumar
25937;Miniature Schnauzer;;M;;2014-12-15;;Max;200;2014-12-18;Brown;;;Adult;POLICE-EMERGENCY;Redeemed;;Arlene Kumar
25941;Pigeon;;;;2014-12-17;;;100;2014-12-23;White;;;;HOLDING STRAY;Transferred;JT;Joy Tullos
25942;Chihuahua;;M/N;RHF -n/c;2014-12-17;;Jack;200;2014-12-18;Black;;;Young Adult;HOLDING STRAY;Redeemed;JT;Joy Tullos
25944;Rabbit;;F/S;15-260472 DA;2014-12-20;;Layla;200;2015-07-03;Brown;;;Young Adult;BROUGHT-IN;Sold;;Elaine Lee
25950;Shih Tzu;;M/N;14-326264 DIAK;2014-12-22;;Murray;200;2014-12-22;Tan;;;Adult;HOLDING STRAY;Redeemed;12;Jeanette Nelson
25958;Pit Bull;;F/S;N/A;2014-12-24;;Blits;200;2014-12-27;White;;;Young Adult;HOLDING STRAY;Redeemed;27;Carol Nguyen
25964;Pomeranian;;M;DI 15-173300 AK;2014-12-29;;Chico;200;2015-01-07;Golden;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
25968;Husky X;;M/N;DI:15 168214;2015-01-02;;Rae;200;2015-01-03;Tan;;;Adult;BROUGHT-IN;Redeemed;rb;Rachel Blyth
25969;Germ. Shepherd;;M;;2015-01-02;;Bubba;200;2015-01-03;Black;;;Young Adult;POLICE-DAY;Redeemed;18;Steve Anderson
25971;Terrier X;;M/N;;2015-01-03;;Rupert;100;2015-01-14;White;;;Senior;POLICE-EMERGENCY;Passed Away;JT;Joy Tullos
25977;Bearded Dragon;;F;DA 15-174277;2015-01-06;;Broom Hilda;200;2015-01-09;Orange;;;Puppy;HOLDING STRAY;Sold;3;Bob Cristofoli
25980;Rat;;M;;2015-01-07;;Buddy;100;2015-01-24;White;;;;POLICE-DAY;Transferred;ACO28;Jill  Mallon
25982;Miniature Poodle;;M/N;15-174395DI;2015-01-08;;Qiu Qiu;200;2015-01-09;White;;;Young Adult;HOLDING STRAY;Redeemed;27;Carol Nguyen
25998;Germ. Shepherd;;M;;2015-01-18;;Bubba;400;2015-01-20;Black;;;Young Adult;POLICE-DAY;Ride Home Free;;Tiffany Wu
25999;Chihuahua;;M;RHF;2015-01-18;;Natcho;400;2015-01-19;Brown;;;Adult;HOLDING STRAY;Ride Home Free;12;Jeanette Nelson
26000;Irish Terrier;;M/N;DI15-178907;2015-01-19;;Kenwood / Ceilids/Simba;200;2015-01-19;Red;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26001;West Highland Terrier;2015-01-24;M;DA15-184090;2015-01-19;;Dewey;200;2015-01-31;White;Green;;Young Adult;HOLDING STRAY;Sold;11;Mariana Ardeleanu
26002;Yorkshire Terrier;;F;DI 15-179059 AK;2015-01-19;;Lulu;200;2015-01-20;Brown;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26005;Shepherd X;;M/N;;2015-01-22;;Bubba;400;2015-01-31;Black;;;Adult;POLICE-NIGHT;Ride Home Free;Jill 28;Jill  Mallon
26008;Wild Pigeon;;X;;2015-01-22;;;ISO;2015-01-23;Grey;;;;BROUGHT-IN;Released ( Wildlife);;Toni Peterson
26011;Terrier X;;M/N;;2015-01-22;;Cookie;400;2015-01-23;Brown;;;Adult;HOLDING STRAY;Ride Home Free;ACO 27;Toni Peterson
26013;Fox Terrier;;M/N;15-181292DI;2015-01-23;;Cookie;200;2015-01-24;Brown;;;Adult;HOLDING STRAY;Redeemed;AC 028;Elaine Lee
26015;Maltese;;M;15-181300 DI;2015-01-24;;Teddy;200;2015-01-24;White;;;Adult;HOLDING STRAY;Redeemed;JT;Joy Tullos
26017;Love Bird;;;;2015-01-24;;;100;2015-01-29;Green;;;;BROUGHT-IN;Escaped;18;Steve Anderson
26018;Standard Poodle;;M/N;DI 15-181932;2015-01-26;;Blue;200;2015-01-26;Black;;;Senior;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26020;Shih Tzu;;F;DI 15-182493 AK;2015-01-27;;Asia;200;2015-01-28;White;;;Adult;HOLDING STRAY;Redeemed;3;Bob Cristofoli
26023;Lab X;;F/S;15-183274DI;2015-01-28;;Jazz;200;2015-01-29;Brown;;;Senior;HOLDING STRAY;Redeemed;ACO 14;Robert  Blackmore
26028;Shih Tzu;2015-02-16;M;DA 15-190465;2015-01-31;;Charlie;200;2015-02-19;Tan;Green;;Adult;HOLDING STRAY;Sold;Jill 28;Jill  Mallon
26029;Lab X;2015-02-16;F/S;DA 15-190030;2015-02-01;;Daisy;200;2015-02-17;Brown;Yellow;;Adult;COMPLAINT;Sold;3;Bob Cristofoli
26030;Aust. Shepherd;;M/N;;2015-02-01;;Shadow;200;2015-02-11;Black;;;Senior;COMPLAINT;Redeemed;12;Jeanette Nelson
26033;Germ. Shepherd;;M/N;;2015-02-04;;Cooper;400;2015-02-04;Tan;;;Young Adult;HOLDING STRAY;Ride Home Free;12;Jeanette Nelson
26034;Boxer;;M/N;15-186559;2015-02-05;;Tyler;200;2015-02-06;Tan;;;Young Adult;BROUGHT-IN;Redeemed;;Arlene Kumar
26042;Pomeranian;;F;DI15-186928;2015-02-07;;Peanut;200;2015-02-07;Black;;;Adult;BROUGHT-IN;Redeemed;;Shannon Bowling
26045;Miniature Poodle X;;M/N;DI15-187127;2015-02-07;;Snoopy;200;2015-02-08;White;;;Young Adult;BROUGHT-IN;Redeemed;SB;Shannon Bowling
26050;Maltese;;M;15-188664;2015-02-10;;Pao Mian;200;2015-02-12;White;;;Adult;HOLDING STRAY;Redeemed;12;Jeanette Nelson
26053;Shepherd X;;M/N;DI15-188667;2015-02-12;;Coya;200;2015-02-13;Golden;;;Senior;HOLDING STRAY;Redeemed;Jill 28;Jill  Mallon
26064;Pomeranian;;M;DI15:190209;2015-02-17;;Pom Pom;200;2015-02-17;Red;;;Senior;HOLDING STRAY;Redeemed;JT;Joy Tullos
26070;Dumbo Rat;;M;DA 15-204428;2015-02-21;;Salsbury;200;2015-03-17;Grey;;;Young Adult;BROUGHT-IN;Sold;SB;Shannon Bowling
26075;Boston Terrier;;M/N;;2015-02-23;;Puck;200;2015-02-24;Black;;;Adult;BROUGHT-IN;Redeemed;;Tiffany Wu
26087;Labrador;;M/N;;2015-02-28;;Marley;200;2015-03-01;Yellow;;;Adult;HOLDING STRAY;Redeemed;Kim 10;Shannon Bowling
26089;Pit X;2015-03-07;M/N;DA 15-211299;2015-02-28;;Max;200;2015-03-31;Tan;Yellow/Blue;;Young Adult;TRANSFERRED;Sold;rb;Rachel Blyth
26091;Budgie;;M;;2015-03-01;;Tweety;100;2015-03-14;White;;;Adult;BROUGHT-IN;Transferred;;Timothy McLellan
26092;Pug;;M/N;;2015-03-01;;Puck;400;2015-03-01;Black;;;Adult;HOLDING STRAY;Ride Home Free;27;Bob Cristofoli
26094;Belgian Shepherd;;F;;2015-03-03;;Tika;200;2015-03-03;Brown;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26101;Pit X;;F/S;;2015-03-05;;XXXX;100;2015-08-25;White;;;Adult;OTHER;Transferred;RB;Rachel Blyth
26102;Amer. Bulldog;;M;;2015-03-05;;XXXXX;100;2015-05-05;White;;;;OTHER;Transferred;RB;Rachel Blyth
26106;Shepherd;2015-02-21;M/N;DA 15-203356;2015-03-07;;Hunter;200;2015-03-14;Black;Blue;;Young Adult;TRANSFERRED;Sold;RB;Rachel Blyth
26107;Husky X;;M/N;DA 15-220279 aK;2015-03-07;;Harley (Alvin);200;2015-04-14;Black;Yellow;;Adult;TRANSFERRED;Sold;RB;Rachel Blyth
26116;Pigeon;;X;N/A;2015-03-09;;N/A;100;2015-03-12;Grey;;;Adult;BROUGHT-IN;Health;Mariana 11;Shannon Bowling
26118;Shih Tzu;;F;;2015-03-10;;Mitzy;;2015-03-10;White;;;Adult;HOLDING STRAY;Ride Home Free;11;Mariana Ardeleanu
26122;Dwarf;;F;;2015-03-13;;Isabela (new name);100;2015-03-24;Brown;;;Young Adult;HOLDING STRAY;Transferred;JT;Joy Tullos
26124;Terrier X;;M;15-205154 -TM;2015-03-14;;Donny;200;2015-03-19;Brown;Green;;Adult;BROUGHT-IN;Redeemed;;Deborah Bolingbroke-Price
26126;Lop;;F/S;DA 15-217587 DAAK;2015-03-14;;Delilah (new name);200;2015-04-14;Black;;;Adult;HOLDING STRAY;Sold;;Deborah Bolingbroke-Price
26127;Pit X;;M/N;RHF;2015-03-15;;Scrappy;400;2015-03-15;Brown;;;Young Adult;HOLDING STRAY;Ride Home Free;ACO 28;Timothy McLellan
26130;Blue Heeler;;;RHF -N/C;2015-03-16;;Daisy;400;2015-03-16;Black;;;Adult;HOLDING STRAY;Ride Home Free;;Arlene Kumar
26134;Husky X;2015-02-15;F;15-211324 DAAK;2015-03-17;;Ruby;200;2015-03-30;Red;Yellow;;Adult;TRANSFERRED;Sold;;Teresa Flores
26136;Amer. Eskimo Dog;;F;DL 15-205023;2015-03-18;;Latte;200;2015-03-19;White;;;Adult;BROUGHT-IN;Redeemed;12;Arlene Kumar
26139;Shar-Pei;;M/N;;2015-03-20;;Dante;400;2015-03-20;Brown;;;Senior;HOLDING STRAY;Ride Home Free;10 & 34;Deborah Bolingbroke-Price
26142;Jack Russell Terrier;;M;DI 15-206228 AK;2015-03-22;;Fido;200;2015-03-23;Brown;;;Young Adult;HOLDING STRAY;Redeemed;ACO 03;Timothy McLellan
26144;Mouse;;M;DA 15-297951 AK;2015-03-23;;Stuart Little;200;2015-09-30;White;;;Adult;HOLDING STRAY;Sold;;Arlene Kumar
26145;Pit Bull;;F;15-206292 DIAK;2015-03-23;;Coca;200;2015-03-23;Tan;;;Adult;HOLDING STRAY;Redeemed;CN 27;Arlene Kumar
26146;Beagle X;;M/N;RHF-n/c;2015-03-23;;Beaner;400;2015-03-24;White;;;Adult;HOLDING STRAY;Ride Home Free;ACO12;Anika Hrubizna
26147;Collie;;M;RHF - n/c;2015-03-24;;Rexie;400;2015-03-24;Black;;;Adult;HOLDING STRAY;Ride Home Free;Duty Driver;Timothy McLellan
26153;Labrador;;F;15-211016 DI;2015-03-27;;Ladybug;200;2015-03-27;Yellow;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26154;Pit X;;M/N;15-211079 DI;2015-03-27;;Rocky;200;2015-03-27;Brown;;;Young Adult;HOLDING STRAY;Redeemed;ACO 18;Deborah Bolingbroke-Price
26155;Maltipoo;;F;DI:15211307;2015-03-27;;Dolly;200;2015-03-28;White;;;Adult;HOLDING STRAY;Redeemed;18;Steve Anderson
26156;Lab X;;M/N;15-214885;2015-03-28;;Bubba;200;2015-03-31;Black;;;Young Adult;HOLDING STRAY;Redeemed;Joy Tullos;Shannon Bowling
26165;Eng. Bulldog;;M;15-215235 DIAK;2015-03-31;;Apollo;200;2015-03-31;Tan;;;Senior;BROUGHT-IN;Redeemed;Marianna;Arlene Kumar
26169;Miniature Schnauzer;;F;15-215797 DI DB;2015-03-31;;Unagi;200;2015-04-01;Grey;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26171;Lab X;2015-04-20;F;;2015-04-01;;Xena (new name);100;2015-04-21;Black;;;Adult;HOLDING STRAY;Transferred;ACO 11;Deborah Bolingbroke-Price
26172;Beagle;;M/N;DI 15-215793 AK;2015-04-01;;Beamer;200;2015-04-01;Tan;;;Adult;HOLDING STRAY;Redeemed;ACO 18;Deborah Bolingbroke-Price
26177;Shih Tzu X;;M;15-217004 DI DB;2015-04-04;;;200;2015-04-05;Black;;;Adult;HOLDING STRAY;Redeemed;ACO 18;Deborah Bolingbroke-Price
26179;Poodle X;;M/N;15-219352 DI DB;2015-04-05;;Dookie;200;2015-04-11;Black;;;Young Adult;BROUGHT-IN;Redeemed;;Timothy McLellan
26180;Mastiff;;M/N;RHF;2015-04-05;;Odin;400;2015-04-08;Black;;;Adult;POLICE-NIGHT;Ride Home Free;12;Jeanette Nelson
26181;French Bulldog;;M/N;15-217689 DI;2015-04-06;;Truman;200;2015-04-07;Black;;;Adult;BROUGHT-IN;Redeemed;27;Carol Nguyen
26183;Pit X;;F;15-218182 DIAK;2015-04-07;;Tracey;200;2015-04-08;Tan;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26184;Chihuahua;;F;15-218356 DI DB;2015-04-08;;Daisy;200;2015-04-08;Tan;;;Adult;HOLDING STRAY;Redeemed;ACO 28;Deborah Bolingbroke-Price
26187;Shepherd X;2014-11-11;F/S;DA 15-224485;2015-04-09;;Sassy;200;2015-04-25;Black;Green;;Young Adult;TRANSFERRED;Sold;rb;Rachel Blyth
26189;Eng. Bulldog;;M;RHF;2015-04-09;;Biggy;400;2015-04-10;Brown;;;Adult;HOLDING STRAY;Ride Home Free;ACO 12;Deborah Bolingbroke-Price
26197;Maltese;;M/N;DI 15-219566;2015-04-11;;Rusty;200;2015-04-12;White;;;Young Adult;HOLDING STRAY;Redeemed;ACO 10;Deborah Bolingbroke-Price
26204;Cockapoo;;M/N;RHF;2015-04-13;;Julius 2;400;2015-04-14;Cream;;;Senior;BROUGHT-IN;Ride Home Free;Shannon Bowling;Shannon Bowling
26208;Shepherd X;;F;;2015-04-16;;Cleo;400;2015-04-17;Tan;;;Adult;SEIZED;Ride Home Free;ACO 23;Deborah Bolingbroke-Price
26209;Pomeranian;;F;;2015-04-16;;Windigo;200;2015-04-16;Black;;;Young Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26210;Terrier;;F;n/a;2015-04-16;;Stella;400;2015-04-17;Black;;;Young Adult;HOLDING STRAY;Ride Home Free;18;Steve Anderson
26226;Malamute;2015-05-11;M;;2015-04-21;;Maddocks;100;2015-05-11;Black;;;Adult;HOLDING STRAY;Transferred;ACO 28;Anika Hrubizna
26230;Cav. King Charles Span.;;M;n/a;2015-04-24;;Hank;400;2015-04-25;Black;;;Young Adult;HOLDING STRAY;Ride Home Free;10 Flamand;Kimberley Flamand
26231;Collie;2015-04-22;F;Da 15-231942;2015-04-25;;Tula;200;2015-05-06;Black;Yellow;;Young Adult;TRANSFERRED;Sold;rb;Rachel Blyth
26232;Pit X;;F;DI 15-225253 SB;2015-04-25;;Elsa;200;2015-04-27;Tan;;;Young Adult;HOLDING STRAY;Redeemed;ACO 28;Deborah Bolingbroke-Price
26234;Fancy Pigeon;;X;;2015-04-26;;;100;2015-05-02;Brown;;;Adult;HOLDING STRAY;Passed Away;Dean 02;Shannon Bowling
26239;Budgie;;X;;2015-04-28;;Mango;100;2015-05-23;Yellow;;;Young Adult;HOLDING STRAY;Transferred;JT;Joy Tullos
26240;Lab X;;M;;2015-04-29;;Seiko;400;2015-04-30;Black;;;Senior;HOLDING STRAY;Ride Home Free;Joy Tullos;Elaine Lee
26241;Shih Tzu;;F;15-226552 DI DB;2015-04-29;;Mitzy;200;2015-04-30;Cream;;;Adult;HOLDING STRAY;Redeemed;ACO 3 Bob;Elaine Lee
26248;Rottie X;;F;DI:15-230362;2015-05-02;;Joey (Princess);200;2015-05-03;Black;;;Adult;HOLDING STRAY;Redeemed;Jeanette 12;Shannon Bowling
26254;Cockatiel;;X;;2015-05-03;;Vinny;100;2015-05-23;Grey;;;Young Adult;HOLDING STRAY;Transferred;18;Steve Anderson
26256;Samoyed;;F/S;;2015-05-03;;Snowy;400;2015-05-04;White;;;Adult;HOLDING STRAY;Ride Home Free;JIll 28;Jill  Mallon
26258;Pomeranian;;M;DI 15-231713 AK;2015-05-05;;Poppy;200;2015-05-05;Red;;;Adult;HOLDING STRAY;Redeemed;ACO 27;Deborah Bolingbroke-Price
26262;Chihuahua;;M;DI 15-232615 AK;2015-05-06;;Nacho;200;2015-05-07;Black;;;Adult;HOLDING STRAY;Redeemed;Jill 28;Jill  Mallon
26267;Beagle;;M;15-233237 DI;2015-05-08;;Max;200;2015-05-08;White;;;Adult;BROUGHT-IN;Redeemed;;Elaine Lee
26278;Miniature Pinscher;;M/N;15-234265DI;2015-05-10;;Zeus;200;2015-05-11;Black;;;Young Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26281;Husky X;;M/N;RHF-n/c;2015-05-13;;Kilo;400;2015-05-13;Black;;;Senior;HOLDING STRAY;Ride Home Free;ACO 12;Arlene Kumar
26287;Chihuahua;;F/S;DI 15-237513 DB;2015-05-15;;Peaches;200;2015-05-16;Tan;I;;Adult;HOLDING STRAY;Redeemed;10 Flamand;Kimberley Flamand
26288;Miniature Pinscher;;M;n/a;2015-05-16;;Pepe;400;2015-05-17;Brown;;;Adult;HOLDING STRAY;Ride Home Free;JT;Joy Tullos
26292;Pit Bull;2015-05-25;F;DA 15-250456;2015-05-19;;Shakira (New Name);200;2015-06-10;Blue;BLUE;;Adult;BROUGHT-IN;Sold;;Deborah Bolingbroke-Price
26293;Lhasa Apso;;F;n/a;2015-05-19;;Baby;400;2015-05-20;Cream;;;Senior;HOLDING STRAY;Ride Home Free;11;Mariana Ardeleanu
26294;Labrador;;M/N;DI 15-238779 AK;2015-05-19;;Willy;200;2015-05-19;Yellow;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26296;Budgie;;F;;2015-05-20;;Twink;100;2015-07-23;Yellow;;;Adult;HOLDING STRAY;Health;ACO 10;Anna Skora
26297;Labrador;;M/N;DI 15-239718 SB;2015-05-20;;Dakota;200;2015-05-21;Brown;;;Senior;HOLDING STRAY;Redeemed;ACO 10;Anna Skora
26300;Belgian Shepherd;;F;;2015-05-21;;Halli (new name);100;;Black;;;Senior;COMPLAINT;Fostered;BOB3;Shannon Bowling
26307;Malamute;;F/S;15-240743 DI;2015-05-23;;Aziza;200;2015-05-23;Black;;;Young Adult;HOLDING STRAY;Redeemed;3;Elaine Lee
26312;Collie;;M/N;DI:15-241037;2015-05-24;;Jester;200;2015-05-24;Brown;;;Senior;BROUGHT-IN;Redeemed;Deborah;Shannon Bowling
26316;Labrador;;F;DG 15-241415 AK;2015-05-25;;Lou Lou;200;2015-05-25;Black;;;Adult;BROUGHT-IN;Redeemed;ACO 14;Arlene Kumar
26317;banded Pigeon.;;;;2015-05-25;;;100;2015-06-02;White;;;;HOLDING STRAY;Health;ACO 12;Arlene Kumar
26320;Schnauzer;;M/N;15-243170 DI DB;2015-05-25;;Frank Black;200;2015-05-27;Black;;;Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26321;Husky X;2015-05-21;M;DA 15-248758;2015-05-26;;Timber;200;2015-06-06;Black;YELLOW;;Young Adult;TRANSFERRED;Sold;MA 11;Rachel Blyth
26323;Jack Russell Terrier;;F;15-242390 DI DB;2015-05-26;;Allie;200;2015-05-26;White;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26327;Pit Bull;;F;15-243209 DI DB;2015-05-26;;Misha;200;2015-05-27;Brown;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26328;Jack Russell Terrier;;F;15-243194 DI DB;2015-05-27;;Lucy;200;2015-05-27;White;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26331;Terrier X;;M/N;DI 15-244925;2015-05-29;;Coke;200;2015-05-30;Black;;;Senior;HOLDING STRAY;Redeemed;Jill 28;Jill  Mallon
26333;Shih Tzu;;F;RHF;2015-05-30;;Winnie the Pooh;200;2015-05-31;White;;;Senior;BROUGHT-IN;Redeemed;Shannon Bowling;Shannon Bowling
26335;Husky X;;M/N;DI:15-245413;2015-05-30;;Blue;200;2015-05-31;White;;;Young Adult;HOLDING STRAY;Redeemed;Jill 28;Jill  Mallon
26336;Guinea Pig;;F;DA 15-250695;2015-05-31;;Twinkie;200;2015-06-11;White;;;Young Adult;BROUGHT-IN;Sold;Shannon Bowling;Shannon Bowling
26337;Labrador;;M;15-246321 DI;2015-05-31;;Jefferson;200;2015-06-01;Brown;;;Adult;HOLDING STRAY;Redeemed;ACO 28;Arlene Kumar
26338;Amer. Bulldog;;M/N;RHF - n/c;2015-05-31;;Bison;400;2015-06-02;Brown;;;Adult;COMPLAINT;Ride Home Free;JIll 28;Jill  Mallon
26342;Chickadee;;;;2015-06-01;;;100;2015-06-02;Black;;;;HOLDING STRAY;Passed Away;18;Tiffany Wu
26343;Miniature Poodle;;M/N;;2015-06-01;;Tucker;400;2015-06-01;Black;;;Senior;HOLDING STRAY;Ride Home Free;27;Tiffany Wu
26344;Parrot - White Capped Pionus;;X;DI 15-246851 AK;2015-06-01;;Sweety;200;2015-06-02;White;;;Adult;COMPLAINT;Redeemed;SA 18;Rachel Blyth
26350;Eng. Bulldog;;M/N;DI15-248499;2015-06-04;;Che;200;2015-06-05;Brown;;;Young Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26351;Lovebird;;;DI 15-251245 DB;2015-06-05;;Sunny;200;2015-06-12;Yellow;;;;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26353;Lab X;;F/S;15-248717 DI DB;2015-06-05;;Buttercup;200;2015-06-06;Cream;;;Young Adult;HOLDING STRAY;Redeemed;11;Mariana Ardeleanu
26356;Shiba Inu;;M/N;RHF -n/c AN.;2015-06-08;;Wong Wong;400;2015-06-09;Tan;;;Young Adult;HOLDING STRAY;Ride Home Free;Jeanette 12;Shannon Bowling
26358;Dachshund;;F;15-250052 DI DB;2015-06-08;;Jackson;200;2015-06-09;Tan;;;Senior;HOLDING STRAY;Redeemed;SA 18;Rachel Blyth
26361;Rat;;F;15-258653;2015-06-07;;Delilah (new name);200;2015-06-30;Black;;;Adult;HOLDING STRAY;Sold;18;Rachel Blyth
26363;Border Collie;;F;15-250477 DIAK;2015-06-09;;Goldie;200;2015-06-10;Golden;;;Senior;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26364;Pug;;M;n/a;2015-06-09;;Nugget;400;2015-06-10;Black;;;Senior;HOLDING STRAY;Ride Home Free;18;Steve Anderson
26366;Miniature Poodle;;M;;2015-06-10;;Oreo;400;2015-06-10;Black;;;Adult;BROUGHT-IN;Ride Home Free;;Deborah Bolingbroke-Price
26367;Husky X;2015-06-12;M/N;15-256241 DA;2015-06-10;;Seth ( now Hops);200;2015-06-25;Black;Blue;;Adult;SPCA;Sold;11;Mariana Ardeleanu
26368;Husky X;2015-06-12;M/N;DA 15-253637;2015-06-10;;Robert;200;2015-06-22;Black;Blue;;Young Adult;SPCA;Sold;11;Mariana Ardeleanu
26377;Shih Tzu;2015-06-30;M/N;DA 15-262877;2015-06-14;;"Murphy "" now Morty""";200;2015-07-09;Cream;BLUE;;Adult;BROUGHT-IN;Sold;Shannon Bowling;Shannon Bowling
26379;Maltese;;F;15-252681 DI;2015-06-15;;Hiro;200;2015-06-16;White;;;Adult;HOLDING STRAY;Redeemed;ACO 36;Deborah Bolingbroke-Price
26380;Guinea Pig;;F;DA 15-262127;2015-06-16;;Tawny;200;2015-07-07;Brown;;;;HOLDING STRAY;Sold;11;Mariana Ardeleanu
26382;Shih Tzu;;X;n/a;2015-06-17;;Riley;400;2015-06-18;White;;;Adult;HOLDING STRAY;Ride Home Free;JT;Joy Tullos
26383;Terrier X;;M/N;DA 15-287406 DB;2015-06-17;;Marley (new name);200;2015-09-04;Black;;;Adult;COMPLAINT;Sold;JT;Joy Tullos
26384;Lab X;;M/N;15-253610 DI;2015-06-17;;Hunter;200;2015-06-18;Black;;;Adult;BROUGHT-IN;Redeemed;11;Mariana Ardeleanu
26388;Shepherd X;2015-07-02;F/S;DA 15-290232 AK;2015-06-18;;Aurora;200;2015-09-14;Black;Blue;;Adult;TRANSFERRED;Sold;rb;Rachel Blyth
26389;Pit Bull;;F/S;15-253731 DI DB;2015-06-17;;Bella;200;2015-06-18;Grey;;;Adult;HOLDING STRAY;Redeemed;JT;Rachel Blyth
26393;Pomeranian;;M;DI 15-254471 DB;2015-06-20;;Gnarly;200;2015-06-20;Grey;;;Adult;BROUGHT-IN;Redeemed;;Deborah Bolingbroke-Price
26398;Labrador;;F;15-255262DI;2015-06-21;;Buttercup;200;2015-06-22;Golden;;;Young Adult;HOLDING STRAY;Redeemed;ACO 35;Anna Skora
26399;Yorkshire Terrier;;M;15-255148DI;2015-06-22;;Berkie;200;2015-06-22;Black;;;Senior;HOLDING STRAY;Redeemed;ACO 37/12;Deborah Bolingbroke-Price
26400;Cochin Chicken;;;;2015-06-22;;;100;2015-06-30;Black;;;;HOLDING STRAY;Transferred;ACO 35;Deborah Bolingbroke-Price
26403;Pug;;M/N;;2015-06-24;;Louie;200;2015-07-09;Black;;;Senior;HOLDING STRAY;Redeemed;ACO 10 Kim;Elaine Lee
26406;Schnauzer;;M/N;DI15-257190;2015-06-25;;Kong Kong;200;2015-06-26;Grey;;;Adult;HOLDING STRAY;Redeemed;ACO 27;Elaine Lee
26407;Shih Tzu;;M/N;DI 15-257322 DB;2015-06-26;;Alfie;200;2015-06-26;Cream;;;Senior;BROUGHT-IN;Redeemed;Shannon Bowling;Shannon Bowling
26408;Toy Poodle;;M;;2015-06-26;;Amir;400;2015-06-27;White;;;Senior;HOLDING STRAY;Ride Home Free;11 Ardeleanu;Tiffany Wu
26410;Shetland Sheepdog;;M/N;15-257730DI;2015-06-27;;Rocket;200;2015-06-27;White;;;Adult;HOLDING STRAY;Redeemed;27;Tiffany Wu
26414;Mastiff X;;M;;2015-06-28;;Prince;400;2015-07-03;Brown;;;Adult;HOLDING STRAY;Ride Home Free;ACO 2;Anna Skora
26416;Pekingese X;;M;RHF-n/c ak;2015-06-28;;Illy;400;2015-07-02;Red;;;Adult;HOLDING STRAY;Ride Home Free;ACO 18;Anna Skora
26418;Budgie;;;;2015-06-28;;Twit;100;2015-07-23;Yellow;;;;HOLDING STRAY;Transferred;18;Steve Anderson
26419;Shih Tzu;;M/N;15-258722DI;2015-06-29;;Furby;200;2015-06-29;White;;;Adult;BROUGHT-IN;Redeemed;;Arlene Kumar
26420;Dachshund;;F/S;DI 15-259292 DB;2015-06-30;;Dash;200;2015-06-30;Black;;;Adult;HOLDING STRAY;Redeemed;ACO 3;Arlene Kumar
26423;Miniature Poodle;;M/N;15-259927;2015-06-30;;Otie;200;2015-07-02;Black;;;Young Adult;HOLDING STRAY;Redeemed;18;Steve Anderson
26427;Shih Tzu;;F;DI 15-260068 DB;2015-07-02;;Charlie;200;2015-07-02;White;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Deborah Bolingbroke-Price
26431;Kuvasz;;M;15-260786 DI;2015-07-03;;Joshua;200;2015-07-04;White;;;Adult;HOLDING STRAY;Redeemed;Duty Driver;Elaine Lee
26435;Rat x 2;;M;n/c;2015-07-04;;Dumbo & Patch;200;2015-07-08;;;;;POLICE-DAY;Redeemed;;Deborah Bolingbroke-Price
